;;;;;;;1Second;1Second;1Second;1Second;lpl generation;lpl generation;lpl generation;lpl generation;lpl dataset size;LPL execution;LPL execution;LPL execution;LPL execution;lpl min anonymization;lpl min anonymization;lpl min anonymization;lpl min anonymization;loading data;loading data;loading data;loading data;creating max rules;creating max rules;creating max rules;creating max rules;creating hierarchies;creating hierarchies;creating hierarchies;creating hierarchies;creating definitions;creating definitions;creating definitions;creating definitions;creating privacy models;creating privacy models;creating privacy models;creating privacy models;lpl anonymization;lpl anonymization;lpl anonymization;lpl anonymization;lpl utility;ARX execution;ARX execution;ARX execution;ARX execution;arx dataset size;arx creating definitions;arx creating definitions;arx creating definitions;arx creating definitions;arx creating privacy model;arx creating privacy model;arx creating privacy model;arx creating privacy model;arx anonymization;arx anonymization;arx anonymization;arx anonymization;arx utility
Dataset;PrivacyModel;Distribution;Randomization;Personal Privacy;#PersonalPrivacyAttributes;TargetSize;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Value;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Value;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Value;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Arithmetic Mean;Minimum;Maximum;Standard Deviation;Value
adult;(recursiveCLDiversity);();false;0.0;9;0;1.0037848464E9;1.001806189E9;1.011860204E9;2893698.3429273497;1.15344417829E10;1.1111719824E10;1.3252094159E10;6.789588846122757E8;30162;4.4803114577E9;4.133416889E9;6.444340712E9;6.952501066851002E8;1.931894881E8;1.89210971E8;1.9920799E8;3030609.675676953;8.03950703E7;7.5131531E7;8.3526976E7;2319691.8599109496;53119.8;45027.0;100312.0;16633.798302118357;1.310545944E8;1.24169361E8;1.37037246E8;4009441.682060046;82016.5;54716.0;178967.0;51156.39048219359;6.77478721E7;6.6349658E7;7.0852875E7;1383465.6095045796;4.0054988733E9;3.657731474E9;5.963019008E9;6.92563840577554E8;195181.88881061377;3.8848114276E9;3.729802346E9;3.961424843E9;8.587919946102363E7;30162;1.184395987E8;1.13409742E8;1.22321565E8;3314999.3083052756;55570.7;46736.0;90623.0;13477.618772946831;3.7661847122E9;3.610881134E9;3.838879855E9;8.487349022522026E7;195181.88881061377
adult;(sampleUniqueness);();false;0.0;9;0;9.978664857E8;9.86282881E8;1.003375846E9;7373709.9066463;1.11632247055E10;1.1062199242E10;1.1304727838E10;7.078576936562346E7;30162;9.8576829716E9;9.209338949E9;1.1701410013E10;9.645137298716311E8;1.958863462E8;1.83423643E8;2.03313379E8;5902911.846618635;7.93010977E7;7.7946541E7;8.0996943E7;973952.6650439606;55627.6;46166.0;95183.0;15470.15508936122;1.332884206E8;1.24382524E8;1.3903437E8;4545816.493249741;73980.3;55856.0;180676.0;38029.114966328394;5.89400083E7;5.6642175E7;6.5470216E7;2580828.606908988;9.3875709806E9;8.74202789E9;1.1219702449E10;9.599686825029414E8;215824.56734827498;8.8261371324E9;8.76136021E9;8.985492353E9;7.036604366708307E7;30162;1.358183392E8;1.11750031E8;3.04213168E8;5.926594171411665E7;54145.8;46166.0;114561.0;21276.609921069034;8.690144558E9;8.60645429E9;8.871217419E9;7.161750791847365E7;215824.56734827498
cup;(averageRisk);();false;0.0;9;0;1.0006218783E9;9.86445889E8;1.002992836E9;5008902.213940186;5.53446130944E10;4.8772602582E10;6.2001969766E10;5.080050467577994E9;63441;4.6538920836E9;4.313889872E9;5.006582986E9;2.3192602374875385E8;3.894978864E8;3.56394872E8;5.86708183E8;6.958365137597632E7;1.40164136E8;1.29003724E8;1.50108605E8;5605486.113614689;47648.2;43887.0;59846.0;4529.688161942767;3.230442691E8;3.18356043E8;3.28475033E8;3430502.6514725364;54658.7;47306.0;57565.0;3021.3008622115076;1.843488514E8;1.09382436E8;4.93523881E8;1.5567302422848886E8;3.6126240578E9;3.3589819E9;4.064483623E9;2.7182826379695696E8;1854120.8006702876;3.9445188234E9;3.68813575E9;4.271877313E9;2.0191996098074016E8;63441;3.142032336E8;3.02318636E8;3.47791394E8;1.709673557950645E7;45482.4;43886.0;49586.0;1652.009362362494;3.6301011728E9;3.385212391E9;3.964685558E9;2.0382223934940392E8;1854120.8006702876
cup;(basicBLikeness);();false;0.0;9;0;9.997574838E8;9.87146934E8;1.003655124E9;6582527.352791156;6.02471064787E10;5.0076317039E10;6.8992432132E10;5.612965491578295E9;63441;1.525089772546E11;1.48699564496E11;1.57850710991E11;2.8126403746947784E9;8.994060491E8;3.58795524E8;5.386528988E9;1.5788064564737778E9;1.460997092E8;1.40857088E8;1.54534879E8;4718138.342201928;53176.7;45596.0;106581.0;18792.134353677517;3.220465619E8;3.08164669E8;3.47112577E8;1.037903607794199E7;72042.2;53576.0;212023.0;49213.91403251726;6.493527872E8;1.07310078E8;5.502142177E9;1.7050972259425943E9;1.504895607524E11;1.46931150517E11;1.53579791772E11;2.3746807312746215E9;2136570.8799262443;1.489025059233E11;1.47846795966E11;1.49604124312E11;5.1736158057854986E8;63441;3.190130879E8;3.0034146E8;4.38257578E8;4.197866274939025E7;47648.2;45027.0;49586.0;1146.0838441308636;1.485833292581E11;1.47544215721E11;1.49297463755E11;5.185307740312393E8;2136570.8799262443
cup;(dDisclosurePrivacy);();false;0.0;9;0;9.995067037E8;9.87314501E8;1.004086581E9;6419465.331883421;6.24623942803E10;5.2241042722E10;7.2586192372E10;6.33144658648561E9;63441;1.528989109293E11;1.49473664922E11;1.57979412638E11;2.644069198597188E9;1.8660841151E9;3.65692556E8;5.520948429E9;2.4054227487952404E9;1.423517959E8;1.35483547E8;1.53630359E8;6174896.457330356;81788.5;43317.0;394409.0;109998.34399283776;8.556457793E8;3.04542602E8;5.668236893E9;1.6909846413440857E9;54487.7;45026.0;125960.0;25125.743217531566;6.477376473E8;1.07987755E8;5.478739806E9;1.6974421706310287E9;1.493835759348E11;1.46255432958E11;1.57037204984E11;3.0774200244372597E9;2206749.4374459223;1.495948522762E11;1.46894054395E11;1.54632425451E11;2.295671986036648E9;63441;3.19024601E8;2.96644729E8;4.282389E8;3.881854992935944E7;66228.8;42747.0;169846.0;44894.86828085762;1.492755234898E11;1.46581916566E11;1.54325722148E11;2.2979941933268385E9;2206749.4374459223
cup;(distinctLDiversity);();false;0.0;9;0;1.0008103059E9;9.87659324E8;1.003985699E9;4678839.990057755;5.7167943139E10;5.0173549164E10;6.2783719564E10;3.9770190579161506E9;63441;1.32440725485E10;9.239673689E9;1.4727724857E10;2.0142133153560505E9;8.574810363E8;3.58193652E8;5.305875158E9;1.563007962524685E9;1.461655962E8;1.37193984E8;1.57078591E8;7248317.802525475;46565.6;43317.0;57565.0;4145.208296602503;8.702462149E8;3.14845118E8;5.55358237E9;1.6474613660400019E9;46736.4;44456.0;50726.0;1880.8367641380614;1.479478469E8;1.08602167E8;4.79800493E8;1.1665329038434313E8;1.12198925291E10;7.672237981E9;1.3775489977E10;2.7001628512052326E9;1202354.6618344877;8.1911162751E9;8.127826196E9;8.320919703E9;5.9903819550672695E7;63441;3.363158534E8;2.98943929E8;4.21911255E8;4.8473265482300125E7;50669.1;47877.0;52436.0;1381.6907878875554;7.8546167819E9;7.731549258E9;8.009893857E9;8.494854846831933E7;1202354.6618344877
cup;(dPresence);();false;0.0;9;0;1.0014554382E9;9.86890453E8;1.008326479E9;5463851.448164356;7.23624917429E10;6.2637201678E10;8.0648819651E10;6.326497107026845E9;63441;5.282669301571E11;5.1780822138E11;5.42808800455E11;9.118165099524366E9;4.0380394E8;3.61144311E8;6.84490884E8;9.896050383363569E7;1.4066279E8;1.259784E8;1.45985548E8;5678845.760893454;51238.9;43317.0;92902.0;14753.785483732641;4.661142659E8;3.20686021E8;6.86328991E8;1.7668917939515248E8;64404.9;43886.0;174406.0;41294.3876559246;1.892346809E8;1.46449491E8;5.39465712E8;1.2307293299436285E8;5.270644538715E11;5.16433121139E11;5.41819509348E11;9.181132452873161E9;236640.22823762172;5.387190998921E11;5.14630257911E11;5.67143785519E11;1.999000382255108E10;63441;3.106370223E8;3.00181303E8;3.2006363E8;6536628.261906831;2.481464762E8;2.16391577E8;3.89501306E8;6.2820837423127726E7;5.381599007823E11;5.13968756751E11;5.66625955317E11;2.0023412951210514E10;236640.22823762172
cup;(edDifferentialPrivacy);();false;0.0;9;0;9.998310083E8;9.85735724E8;1.012002123E9;7857905.095715751;6.14777239169E10;5.266431845E10;7.1588844375E10;7.040835125858762E9;63441;1.9342630448E9;1.616165762E9;2.089870581E9;1.5955529760030317E8;3.690523293E8;3.56836018E8;3.80807775E8;8011761.706446925;1.801588807E8;1.37013878E8;5.22755187E8;1.2045667724691017E8;48788.4;45597.0;52436.0;1922.3881675319028;4.095533659E8;3.06122519E8;7.74928571E8;1.7348573863396367E8;50555.1;47306.0;64405.0;5026.925003308573;8.621845936E8;6.89287629E8;1.113203418E9;1.7987857261682785E8;1.110765715E8;1.07343705E8;1.2661561E8;5669143.386945063;189359.17102089262;1.0127155927E9;8.99007878E8;1.268007886E9;1.4785726997952038E8;63441;3.423122982E8;3.03311499E8;5.80206131E8;8.531662449494135E7;5.549201121E8;4.84079148E8;8.24250238E8;1.377870795672523E8;1.139592926E8;1.05304975E8;1.38942037E8;9507667.479290025;186677.5457087765
cup;(enhancedBLikeness);();false;0.0;9;0;9.992625346E8;9.85908991E8;1.003093718E9;6970770.992653446;6.27340779799E10;5.3263917885E10;6.9818001815E10;4.981252691445229E9;63441;1.53674293982E11;1.50173143926E11;1.55911163889E11;1.7654134261334035E9;4.081800582E8;3.64141137E8;7.49027514E8;1.1987076436580507E8;1.463298003E8;1.38539649E8;1.52087491E8;5171629.01455326;56881.5;47306.0;131660.0;26287.919351544988;3.541849266E8;3.06374439E8;6.5958212E8;1.0746247011181693E8;49871.1;47307.0;51296.0;1295.4073104626204;1.489256054E8;1.10957223E8;4.76278168E8;1.1502706087208788E8;1.526141997568E11;1.48849293512E11;1.54957424325E11;1.8212603250418668E9;2136570.8799262443;1.503096133821E11;1.47429150829E11;1.58110947534E11;3.278766377264952E9;63441;3.026299454E8;2.94948541E8;3.09661943E8;3997549.474354263;61555.1;42746.0;177826.0;41646.17770763069;1.500068154706E11;1.47126474261E11;1.57808449362E11;3.2779933100227337E9;2136570.8799262443
cup;(entropyLDiversity);();false;0.0;9;0;1.0009429912E9;9.87315641E8;1.003154703E9;4814231.608210639;5.53175814736E10;4.4917860296E10;7.2764632895E10;7.781776017716721E9;63441;1.61540237431E10;1.5841020608E10;1.6570592121E10;2.9999197150172395E8;3.63641856E8;3.55844865E8;3.72697878E8;5300692.48945932;2.344315805E8;1.362091E8;6.84788972E8;1.889628584397424E8;76374.0;47307.0;330004.0;89117.75687008485;8.729254615E8;2.98751855E8;5.507704373E9;1.6319739536069758E9;49757.1;46736.0;60415.0;3884.6439977028635;6.373637165E8;1.07228004E8;5.37908252E9;1.6660718939049387E9;1.40433464824E10;9.640868202E9;1.5615016731E10;2.3117486429985075E9;1202354.6618344877;1.02063487908E10;1.0050301991E10;1.052400225E10;1.6016848993427125E8;63441;3.11970148E8;2.91652489E8;3.99780453E8;3.145091049490155E7;42575.7;31917.0;117981.0;26539.659258676747;9.8942343874E9;9.737996025E9;1.0220009655E10;1.641529474623814E8;1202354.6618344877
cup;(equalDistanceTCloseness);();false;0.0;9;0;1.0006690137E9;9.85882202E8;1.006670189E9;5815011.3324031755;6.36181403152E10;5.1325627535E10;7.7098495716E10;7.888333777403121E9;63441;1.544723977401E11;1.49728114137E11;1.57733440941E11;2.8472984654710813E9;4.481174655E8;3.62403913E8;8.03796816E8;1.7242953780229095E8;1.442665615E8;1.27288727E8;1.49001752E8;6153199.3992647845;48047.4;45596.0;57566.0;3544.8561230793744;3.52069423E8;3.09831219E8;6.04217785E8;8.898519295562117E7;48959.3;46736.0;50156.0;1154.0139658311477;1.226126418E8;1.19051731E8;1.27679147E8;2699001.0915855845;1.534030347849E11;1.48764685901E11;1.56770298252E11;2.8747205344875283E9;1952803.1239501731;1.50118755126E11;1.48219170681E11;1.59683153769E11;3.4528251651090193E9;63441;3.168273658E8;2.95489999E8;3.64057353E8;1.96039950399189E7;42860.7;32488.0;113421.0;24937.653199974975;1.498017766082E11;1.47894707564E11;1.59372524613E11;3.456117166040095E9;1952803.1239501731
cup;(hierarchicalDistanceTCloseness);();false;0.0;9;0;1.0010815476E9;9.88167154E8;1.003228228E9;4576760.792765536;6.05145811711E10;4.8543691932E10;7.8155562509E10;8.96937575129201E9;63441;1.78039033116E11;1.75906145431E11;1.83745578143E11;2.664828103047937E9;4.436848078E8;3.55605483E8;7.78885201E8;1.7004590716868022E8;1.424025791E8;1.35429402E8;1.50242545E8;4526123.521170541;66057.7;46166.0;168707.0;41330.87242418728;3.147389918E8;3.02230293E8;3.29291779E8;7195715.777369627;49130.2;46167.0;50727.0;1651.9249915712812;1.2346672E8;1.20374598E8;1.27105772E8;1967005.183267757;1.770123931689E11;1.74952638409E11;1.82799205824E11;2.7128834863590865E9;1440804.7181845382;1.717659678442E11;1.70306663976E11;1.75340145442E11;1.5809059150851266E9;63441;3.088542014E8;2.9164679E8;3.69296385E8;2.200299288926876E7;6071393.6;5895620.0;6328785.0;114694.86135268272;1.714509331596E11;1.70001903652E11;1.75024078339E11;1.5817498063303337E9;1440804.7181845382
cup;(inclusion);();false;0.0;9;0;9.932342866E8;9.85703807E8;1.002064379E9;5758287.828201003;5.96068986841E10;5.135590528E10;6.9229239514E10;5.164584972842326E9;63441;1.8940486388E9;1.233851594E9;6.613330803E9;1.6652201145126636E9;3.621629924E8;3.50933559E8;3.80194503E8;8934031.303209048;1.420656782E8;1.37661917E8;1.49987204E8;4442297.2406052295;46394.6;44457.0;49017.0;1638.7219410259934;3.86519641E8;3.12082543E8;6.38665324E8;1.307144563968443E8;48902.1;47306.0;51866.0;1337.985587864583;9.95309836E7;6.5486745E7;3.92432017E8;1.029193061646865E8;9.013936554E8;3.55888752E8;5.714194114E9;1.6911152596483893E9;0.0;1.0434072396E9;8.80548161E8;1.310473559E9;1.9569508584656668E8;63441;3.390067841E8;2.93697489E8;6.55433414E8;1.1158283252164246E8;2.919887055E8;2.12298157E8;6.19800367E8;1.642341301790616E8;4.122772968E8;3.69834422E8;7.25179436E8;1.1020598708037058E8;0.0
cup;(kAnonymity);();false;0.0;9;0;9.960029594E8;9.86017282E8;1.004255288E9;8508435.45947192;5.82186366324E10;5.4059950768E10;6.5030812363E10;4.1769519309739466E9;63441;5.0097067978E9;4.637217637E9;5.267623166E9;1.7850913712615317E8;3.653193489E8;3.54579563E8;3.84039993E8;8952919.989953017;1.43964143E8;1.36793305E8;1.49218905E8;4361334.339083268;46736.3;43317.0;49016.0;1861.3400817690463;3.55716682E8;3.11936065E8;6.60669025E8;1.073134452707188E8;48788.3;46737.0;51866.0;1703.3277919022712;1.342132875E8;9.869691E7;4.35500133E8;1.0587900203713006E8;4.0082763236E9;3.670159354E9;4.354968274E9;2.4801417369682106E8;1743752.7243289542;4.2397107361E9;3.97760474E9;4.472334646E9;2.0138810227143177E8;63441;3.008439328E8;2.90379209E8;3.11908137E8;6423826.968686324;37274.9;28497.0;99742.0;21976.282682574965;3.9387250552E9;3.681488929E9;4.160290289E9;1.9955856719420046E8;1743752.7243289542
cup;(kMap);();false;0.0;9;0;1.0047216253E9;1.001554839E9;1.019550043E9;5578604.090833756;5.78479303492E10;5.2896964588E10;6.3686225259E10;3.688331252202689E9;63441;5.5145465176E9;5.151604738E9;5.74893803E9;2.1345513262969106E8;3.618081952E8;3.53877949E8;3.8099358E8;7262138.528607914;1.809964873E8;1.36660505E8;5.40313236E8;1.26321427497045E8;47306.4;44457.0;50156.0;1720.3391913612074;3.161316208E8;2.99428391E8;3.25656033E8;7304836.365970847;63037.1;47306.0;188086.0;43976.93767937412;9.92762704E7;9.7007562E7;1.01860163E8;1665265.57796268;4.554167144E9;4.24453313E9;4.814278867E9;2.3308019681713623E8;167254.840410708;5.1075842836E9;4.787816974E9;5.271363784E9;1.51858256931238E8;63441;3.018281895E8;2.93678681E8;3.21589401E8;7618635.206990908;2.50212052E8;2.11936236E8;5.61145679E8;1.0937577312489946E8;4.5554042324E9;4.269584382E9;4.761077512E9;1.823324841279663E8;167254.840410708
cup;(orderedDistanceTCloseness);();false;0.0;9;0;1.000972173E9;9.88229279E8;1.003792484E9;4526613.86675672;6.46493483984E10;5.3105925086E10;7.521944369E10;7.157928555639449E9;63441;3.438306950667E11;3.41496810245E11;3.45786821831E11;1.3030396274378915E9;4.060758395E8;3.59445274E8;7.32060509E8;1.1502448688491786E8;1.838685499E8;1.40361796E8;5.43326021E8;1.263298254927494E8;48503.3;45597.0;57566.0;3424.5192703988882;3.158146118E8;2.96916028E8;3.27119679E8;9373804.68700662;51922.9;46737.0;74664.0;8084.691081159364;1.21880249E8;1.20229259E8;1.24893774E8;1687473.3113842127;3.428008116737E11;3.40549887348E11;3.44820068475E11;1.3559684474669642E9;1258714.3551121498;3.385985969406E11;3.37380643058E11;3.39512775837E11;8.591317032889428E8;63441;3.015808854E8;2.95467201E8;3.21354579E8;7397167.2601877535;42518.9;33627.0;113991.0;25125.674661809808;3.382968438717E11;3.37083691123E11;3.39201519729E11;8.568785353856803E8;1258714.3551121498
cup;(populationUniqueness);();false;0.0;9;0;1.001358261E9;9.87185691E8;1.00576966E9;5167490.000407161;6.2243677227E10;5.5383181639E10;6.6720799328E10;3.531502663047333E9;63441;8.829294461229E11;8.78326907655E11;8.87361254882E11;2.3588454040976844E9;4.023640042E8;3.60334405E8;7.18100589E8;1.1104096553437205E8;1.415330546E8;1.32331693E8;1.50473946E8;5612071.100478863;48446.3;45597.0;56426.0;3246.5458926886176;5.077182232E8;3.12466693E8;8.99013008E8;2.4506486909777308E8;49301.1;48446.0;50156.0;615.7218798559406;1.570903316E8;1.16923517E8;4.9122411E8;1.1742102546530116E8;8.817185036044E11;8.76947832544E11;8.86006663919E11;2.4011722472236814E9;789422.2777898485;8.830798056794E11;8.74967138647E11;8.9230853685E11;5.745410449654937E9;63441;3.257761229E8;2.91022118E8;4.34284418E8;5.186044720508447E7;128183.0;94043.0;354512.0;79964.20393317667;8.827537660664E11;8.74556847075E11;8.91985072866E11;5.749334248754535E9;789422.2777898485
cup;(profitabilityJournalist);();false;0.0;9;0;1.0002133913E9;9.94204692E8;1.014371428E9;5972227.363995224;5.73349807895E10;4.9623278805E10;6.6219080627E10;5.2895664815472975E9;63441;1.4655268697E9;1.237017126E9;1.811545361E9;2.1811276648062438E8;3.599462077E8;3.51180349E8;3.66776611E8;5184797.456245413;1.415881127E8;1.34994526E8;1.49815648E8;4824627.2719097985;47534.3;46167.0;49016.0;899.1597373844835;3.517662066E8;3.1366132E8;6.40675557E8;1.015915589669986E8;49187.3;46737.0;51866.0;1635.1624486066614;2.050909565E8;7.4971374E7;5.7892829E8;2.089877781755482E8;4.049654522E8;3.58357799E8;6.80001345E8;9.773879833856945E7;0.0;1.1252059961E9;8.86492796E8;1.371242782E9;2.0176707235779262E8;63441;3.751076504E8;2.89918684E8;6.90566609E8;1.5939073213815007E8;2.523363899E8;2.13352005E8;5.97026086E8;1.2111253984888536E8;4.976374777E8;3.76759952E8;8.51919867E8;1.8732163144365272E8;0.0
cup;(profitabilityJournalistNoAttack);();false;0.0;9;0;1.00056209E9;9.87309941E8;1.004311713E9;5496635.121758038;5.51335752793E10;4.7421390316E10;6.8642530762E10;6.4033057834485E9;63441;2.2736845855E9;2.101108963E9;2.504971437E9;1.766086376669865E8;3.599250052E8;3.50762572E8;3.70952105E8;7142921.297324254;1.77237346E8;1.30884007E8;5.05228487E8;1.1540952132948966E8;46793.3;45027.0;49017.0;1407.7377478304213;3.474152236E8;2.91239842E8;6.49242558E8;1.066153045337785E8;48902.3;46167.0;51296.0;1673.4085673658221;1.503529447E8;8.0621912E7;4.36395533E8;1.438197108098309E8;1.2366200386E9;1.222180615E9;1.266227915E9;1.6103475701483743E7;190113.595502309;1.9886665492E9;1.754074469E9;2.172785424E9;1.8922653856662008E8;63441;3.734006338E8;2.91720314E8;7.13173894E8;1.599804972271955E8;2.580015766E8;2.13639833E8;5.92721783E8;1.1797149010481232E8;1.3571442493E9;1.232897488E9;1.648147103E9;1.7838736862503812E8;190113.595502309
cup;(profitabilityProsecutor);();false;0.0;9;0;1.0020439173E9;9.99847252E8;1.002990556E9;890081.664786009;5.48708012945E10;4.900550349E10;6.7620666699E10;6.108226263727499E9;63441;1.4479521216E9;1.250192787E9;1.652222855E9;1.913259525273292E8;3.612647996E8;3.50065516E8;3.71612683E8;6023901.362293324;1.420573569E8;1.37664767E8;1.46409594E8;3156360.463334716;93073.6;29637.0;492441.0;143325.26926710756;3.835162603E8;3.03447717E8;6.60491199E8;1.4109861661504203E8;389849.3;29067.0;3460200.0;1079078.833799155;1.481823265E8;7.579439E7;4.57887985E8;1.4962407914937025E8;4.103098107E8;3.70274428E8;7.41166118E8;1.1627841947119093E8;0.0;7.728397976E8;6.8391523E8;1.107504433E9;1.677307183973763E8;63441;3.773882133E8;2.91906689E8;7.08291086E8;1.6783439211656392E8;40124.9;30208.0;99742.0;21224.178054756325;3.950226929E8;3.90382457E8;4.09647523E8;5934219.840037094;0.0
cup;(profitabilityProsecutorNoAttack);();false;0.0;9;0;1.0027516881E9;1.001699607E9;1.003941242E9;697715.0427874391;5.51861703723E10;4.8681624578E10;7.2418601523E10;6.941013582028191E9;63441;2.3312244984E9;2.065770013E9;2.474056482E9;1.7650487688065884E8;3.937428008E8;3.51126774E8;6.93199234E8;1.0534811231531647E8;1.41186978E8;1.34518613E8;1.48670607E8;4057470.0160089633;31062.4;29637.0;32488.0;1238.597432582516;3.586618128E8;3.1263939E8;7.05135242E8;1.2183754589120658E8;28155.8;26788.0;32488.0;1724.707176434436;1.828778535E8;7.9748741E7;4.28609371E8;1.637781605161858E8;1.2527260115E9;1.17167971E9;1.553025523E9;1.518311548235789E8;1978073.9644193049;1.5273949104E9;1.480052414E9;1.83420451E9;1.0824716999073373E8;63441;2.995344035E8;2.91599483E8;3.14793252E8;6260583.186942043;39839.8;30777.0;103162.0;22283.38695979586;1.2277418419E9;1.182789852E9;1.519308096E9;1.0283197784401391E8;1978073.9644193049
cup;(recursiveCLDiversity);();false;0.0;9;0;1.0022319458E9;1.001748054E9;1.003285223E9;611855.4551601945;5.75140720867E10;4.8195312344E10;6.3319177919E10;5.199679013578515E9;63441;1.47097393992E10;1.0561805687E10;1.6088689063E10;2.1790767297019167E9;3.621991277E8;3.54903869E8;3.66900291E8;4620602.767764422;1.480091739E8;1.38863953E8;1.53400667E8;4480913.252960295;31233.5;27928.0;33627.0;2007.0194180536582;4.17322543E8;3.10517445E8;7.04544768E8;1.6081853801594287E8;34824.1;26788.0;87773.0;18648.486435156665;6.530072276E8;1.33394091E8;5.289576711E9;1.6291289070661268E9;1.31271432746E10;9.14978031E9;1.5113341917E10;2.5309077176591926E9;1202354.6618344877;9.5666280237E9;9.429316686E9;9.770373486E9;1.2582292406090696E8;63441;3.186443837E8;2.99879227E8;3.86100381E8;3.1046844473351307E7;39497.7;28497.0;117410.0;27436.74755607077;9.24786811E9;9.126673745E9;9.396117919E9;1.0150702942522904E8;1202354.6618344877
cup;(sampleUniqueness);();false;0.0;9;0;1.0008820632E9;9.87088229E8;1.003908185E9;4892995.923147626;5.44869905954E10;4.9455033647E10;5.8301332613E10;2.638034801670825E9;63441;1.3224975449E10;1.2494831358E10;1.7982891077E10;1.6816737338724384E9;3.600916602E8;3.54250129E8;3.66231164E8;3666177.849847798;1.442161202E8;1.39038359E8;1.48827915E8;3510969.050187357;30777.5;28497.0;34767.0;1937.627486845131;4.134628045E8;3.10930093E8;6.61024678E8;1.5509598884075198E8;27927.8;25648.0;29637.0;1343.314375383183;2.459310025E8;1.14015035E8;4.88120133E8;1.692357523171497E8;1.20592954896E10;1.1264933546E10;1.6694130542E10;1.6405870408085382E9;1623994.623595052;1.32676017926E10;1.1523025346E10;1.7305043023E10;2.460644839428077E9;63441;3.013814011E8;2.96748461E8;3.07206004E8;4111745.6818453767;55456.6;40467.0;169277.0;40026.182656411846;1.29660858251E10;1.12246793E10;1.700218179E10;2.460293395117659E9;1623994.623595052
fars;(averageRisk);();false;0.0;9;0;1.0023535168E9;1.001497842E9;1.002925581E9;491176.5374662036;4.24472665221E10;4.1318590295E10;4.2888852982E10;4.388855159684334E8;100937;1.26618137236E10;1.2157932953E10;1.3104534395E10;3.1458913848536783E8;6.177175218E8;5.03075194E8;1.085190106E9;2.1239970491399845E8;2.963707513E8;2.29910921E8;7.57206374E8;1.6204630379421556E8;30663.6;28498.0;32487.0;1364.560588614518;5.449599122E8;3.27931865E8;8.95951777E8;2.713792929148668E8;28041.9;25078.0;29638.0;1441.8756650049038;1.719161275E8;1.66467467E8;1.78667364E8;4066777.1676212614;1.10286551955E10;1.0649508157E10;1.1254531858E10;2.2971206378569278E8;1141904.818787052;1.09094598932E10;1.080656053E10;1.0995309267E10;6.5342151482194796E7;100937;3.649838163E8;3.47795954E8;4.6908761E8;3.69423005103685E7;54145.6;41606.0;128810.0;26818.292468636646;1.05443361529E10;1.0455172146E10;1.0633697022E10;6.3416936959979855E7;1141904.818787052
fars;(basicBLikeness);();false;0.0;9;0;1.0018296143E9;9.87993888E8;1.008360677E9;5521693.0598394275;4.42473752696E10;4.2389290992E10;4.4933267902E10;7.301068701765711E8;100937;2.59622638176E10;2.5808085731E10;2.630828208E10;1.5375669685980213E8;6.234841036E8;5.0992264E8;9.47529898E8;1.6990554073428476E8;2.489997567E8;2.39517521E8;2.57654075E8;5512857.373569537;31233.8;29638.0;33058.0;1416.724924292331;5.13736725E8;3.29613803E8;8.01888034E8;2.2991990424780986E8;29124.7;26788.0;33627.0;2071.4571924131087;2.976169022E8;1.69326363E8;6.16917533E8;1.999598870542949E8;2.42764389524E10;2.4104853E10;2.4718751478E10;1.7421192802390185E8;1201007.0880104564;2.49803249656E10;2.4846605031E10;2.5254404188E10;1.1185171707443942E8;100937;3.763972316E8;3.47426052E8;4.66330165E8;4.741948818593376E7;67539.9;42177.0;180676.0;49186.98446732518;2.46037850173E10;2.4480805325E10;2.4902496006E10;1.2731434284173688E8;1201007.0880104564
fars;(dDisclosurePrivacy);();false;0.0;9;0;1.0039855847E9;1.00152805E9;1.017617893E9;4824616.222991997;4.38494770944E10;4.312392998E10;4.4707894397E10;5.421369525438571E8;100937;2.57391236819E10;2.5478286691E10;2.5940117627E10;1.5341566397623754E8;6.121780107E8;5.10932601E8;8.71751468E8;1.4582684044808638E8;2.934599319E8;2.31323842E8;6.95622115E8;1.4150308765673032E8;30606.5;28498.0;32487.0;1397.2521644682147;5.731373144E8;3.41345767E8;7.46210223E8;1.939403574186958E8;28440.9;26218.0;31347.0;1771.0008752115286;2.113671351E8;1.72246816E8;5.26114505E8;1.1060530632848226E8;2.40469543575E10;2.3693440325E10;2.4274948233E10;1.814073272397032E8;1509404.7206421378;2.50371830977E10;2.4685229547E10;2.5456471075E10;2.551337380275981E8;100937;3.565153038E8;3.5066625E8;3.61078197E8;3245520.9915384343;40352.9;30777.0;116271.0;26695.186442711194;2.4680551637E10;2.4328084613E10;2.5101739903E10;2.5431226716740686E8;1509404.7206421378
